driverId,season,round,raceId,race_skill,season_skill,n_races,constructorId,driverRef,constructorRef,rank,rank_lo,rank_hi
829,2021,17,405,1.3284132480621338,1.3074167370796204,14,8,max_verstappen,red_bull,3,2,3
7,2021,17,405,1.25184965133667,1.2297767996788025,14,49,raikkonen,alfa,4,4,4
0,2021,17,405,1.2049072980880737,1.1832038387656212,16,129,hamilton,mercedes,5,5,5
19,2021,17,405,1.144437313079834,1.1211551427841187,15,115,vettel,aston_martin,6,6,7
814,2021,17,405,1.1397897005081177,1.1177565082907677,16,8,perez,red_bull,7,6,7
842,2021,17,405,1.1216416358947754,1.096041456858317,15,5,leclerc,ferrari,8,8,8
844,2021,17,405,1.0202016830444336,0.9990594163537025,16,0,norris,mclaren,9,9,9
816,2021,17,405,0.8595830202102661,0.8404264169580796,17,0,ricciardo,mclaren,10,10,10
850,2021,17,405,-0.8079712986946106,-0.811011437858854,14,209,tsunoda,alphatauri,11,11,11
840,2021,17,405,-0.8236597180366516,-0.8419580775148728,17,49,giovinazzi,alfa,12,12,12
845,2021,17,405,-0.892663836479187,-0.9045873284339905,14,2,russell,williams,13,13,13
839,2021,17,405,-0.9631993174552917,-0.9811776041984558,15,115,stroll,aston_martin,14,14,14
852,2021,17,405,-1.0013489723205566,-1.003371849656105,16,207,mick_schumacher,haas,15,15,15
851,2021,17,405,-1.187126636505127,-1.1887322847659771,13,207,mazepin,haas,16,16,16
847,2021,17,405,-1.3197036981582642,-1.336111642420292,16,2,latifi,williams,17,17,17
821,2021,18,406,1.4738131761550903,1.5094717343648274,15,129,bottas,mercedes,1,1,1
831,2021,18,406,1.2794740200042725,1.318630788061354,18,5,sainz,ferrari,2,2,3
829,2021,18,406,1.2687160968780518,1.3048366943995158,15,8,max_verstappen,red_bull,3,2,3
7,2021,18,406,1.1920303106307983,1.2272603670756022,15,49,raikkonen,alfa,4,4,4
0,2021,18,406,1.1450774669647217,1.180961111012627,17,129,hamilton,mercedes,5,5,5
19,2021,18,406,1.084678292274475,1.118875339627266,16,115,vettel,aston_martin,6,6,7
814,2021,18,406,1.0799055099487305,1.1155299789765303,17,8,perez,red_bull,7,6,7
842,2021,18,406,1.061911702156067,1.0939083471894264,16,5,leclerc,ferrari,8,8,8
844,2021,18,406,0.9602726101875305,0.9967778395203983,17,0,norris,mclaren,9,9,9
3,2021,18,406,0.8194471597671509,0.8622993156313896,16,210,alonso,alpine,10,10,10
816,2021,18,406,0.7995051741600037,0.8381530145804087,18,0,ricciardo,mclaren,11,11,11
452,2021,18,406,0.5445264577865601,0.5823421001434326,15,209,gasly,alphatauri,12,12,12
838,2021,18,406,0.20740433037281036,0.24903832077980043,15,210,ocon,alpine,13,13,13
840,2021,18,406,-0.8837754130363464,-0.8442812628216214,18,49,giovinazzi,alfa,14,14,14
845,2021,18,406,-0.952743411064148,-0.9077977339426676,15,2,russell,williams,15,15,15
839,2021,18,406,-1.023193597793579,-0.983803603798151,16,115,stroll,aston_martin,16,16,16
851,2021,18,406,-1.2474462985992432,-1.1929261428969247,14,207,mazepin,haas,17,17,17
847,2021,18,406,-1.3797767162322998,-1.3386801761739395,17,2,latifi,williams,18,18,18
821,2021,19,407,1.5041649341583252,1.509140059351921,16,129,bottas,mercedes,1,1,1
831,2021,19,407,1.3095651865005493,1.318153651137101,19,5,sainz,ferrari,2,2,3
829,2021,19,407,1.2991561889648438,1.3044816628098488,16,8,max_verstappen,red_bull,3,2,3
7,2021,19,407,1.2223644256591797,1.2269543707370758,16,49,raikkonen,alfa,4,4,4
0,2021,19,407,1.1754026412963867,1.1806523071395025,18,129,hamilton,mercedes,5,5,5
19,2021,19,407,1.1150648593902588,1.1186511937309713,17,115,vettel,aston_martin,6,6,7
814,2021,19,407,1.1101837158203125,1.1152329643567402,18,8,perez,red_bull,7,6,7
842,2021,19,407,1.0923234224319458,1.0938151163213394,17,5,leclerc,ferrari,8,8,8
844,2021,19,407,0.990511953830719,0.9964297347598605,18,0,norris,mclaren,9,9,9
3,2021,19,407,0.849510908126831,0.8615470563664156,17,210,alonso,alpine,10,10,10
452,2021,19,407,0.5749171376228333,0.5818780399858952,16,209,gasly,alphatauri,11,11,11
838,2021,19,407,0.23757590353488922,0.24832191970199347,16,210,ocon,alpine,12,12,12
850,2021,19,407,-0.8362236022949219,-0.8126922488212586,15,209,tsunoda,alphatauri,13,13,13
840,2021,19,407,-0.8536972999572754,-0.8447768437234979,19,49,giovinazzi,alfa,14,14,14
845,2021,19,407,-0.9226342439651489,-0.9087250158190727,16,2,russell,williams,15,15,15
852,2021,19,407,-1.0298266410827637,-1.0049280138576733,17,207,mick_schumacher,haas,16,16,16
851,2021,19,407,-1.2175447940826416,-1.1945673863093058,15,207,mazepin,haas,17,17,17
847,2021,19,407,-1.3496617078781128,-1.3392902612686157,18,2,latifi,williams,18,18,18
831,2021,20,408,1.3151904344558716,1.3180054903030396,20,5,sainz,ferrari,1,1,2
829,2021,20,408,1.3050830364227295,1.3045170377282536,17,8,max_verstappen,red_bull,2,1,2
7,2021,20,408,1.2281997203826904,1.2270276265985824,17,49,raikkonen,alfa,3,3,3
0,2021,20,408,1.1812303066253662,1.1806827281650745,19,129,hamilton,mercedes,4,4,4
19,2021,20,408,1.1209454536437988,1.1187786526150174,18,115,vettel,aston_martin,5,5,6
814,2021,20,408,1.1159708499908447,1.1152718004427458,19,8,perez,red_bull,6,5,6
842,2021,20,408,1.0982258319854736,1.094060156080458,18,5,leclerc,ferrari,7,7,7
844,2021,20,408,0.9962654709815979,0.9964210892978468,19,0,norris,mclaren,8,8,8
3,2021,20,408,0.8551122546195984,0.8611895673804812,18,210,alonso,alpine,9,9,9
816,2021,20,408,0.8356043696403503,0.8380188753730372,19,0,ricciardo,mclaren,10,10,10
452,2021,20,408,0.5808014273643494,0.5818147098316866,17,209,gasly,alphatauri,11,11,11
838,2021,20,408,0.2432706207036972,0.24802478446679957,17,210,ocon,alpine,12,12,12
850,2021,20,408,-0.8311727643013,-0.8138472810387611,16,209,tsunoda,alphatauri,13,13,13
840,2021,20,408,-0.84808349609375,-0.8449421763420105,20,49,giovinazzi,alfa,14,14,14
845,2021,20,408,-0.9169935584068298,-0.9092114006771761,17,2,russell,williams,15,15,15
839,2021,20,408,-0.9870222806930542,-0.9839929377331453,17,115,stroll,aston_martin,16,16,16
852,2021,20,408,-1.0249707698822021,-1.0060415003034804,18,207,mick_schumacher,haas,17,17,17
851,2021,20,408,-1.2120835781097412,-1.195662148296833,16,207,mazepin,haas,18,18,18
821,2021,21,409,1.463514804840088,1.506456220851225,17,129,bottas,mercedes,1,1,1
831,2021,21,409,1.2686448097229004,1.3156549817039853,21,5,sainz,ferrari,2,2,3
829,2021,21,409,1.258798599243164,1.3019771244790819,18,8,max_verstappen,red_bull,3,2,3
7,2021,21,409,1.1818360090255737,1.2245169811778598,18,49,raikkonen,alfa,4,4,4
0,2021,21,409,1.1348598003387451,1.178391581773758,20,129,hamilton,mercedes,5,5,5
842,2021,21,409,1.0519201755523682,1.0918422623684532,19,5,leclerc,ferrari,6,6,6
844,2021,21,409,0.9498308300971985,0.9940915763378143,20,0,norris,mclaren,7,7,7
3,2021,21,409,0.8085461854934692,0.8584188630706385,19,210,alonso,alpine,8,8,8
816,2021,21,409,0.7890268564224243,0.8355692744255065,20,0,ricciardo,mclaren,9,9,9
452,2021,21,409,0.534480094909668,0.5791850090026855,18,209,gasly,alphatauri,10,10,10
838,2021,21,409,0.1967853456735611,0.24517814897828633,18,210,ocon,alpine,11,11,11
850,2021,21,409,-0.8782150745391846,-0.8176336218329037,17,209,tsunoda,alphatauri,12,12,12
840,2021,21,409,-0.8946386575698853,-0.8473086754480997,21,49,giovinazzi,alfa,13,13,13
839,2021,21,409,-1.0335371494293213,-0.9867453939384885,18,115,stroll,aston_martin,14,14,14
847,2021,21,409,-1.390516757965088,-1.3419863926736932,19,2,latifi,williams,15,15,15
821,2021,22,410,1.413785457611084,1.5013078451156616,18,129,bottas,mercedes,1,1,1
831,2021,22,410,1.218726634979248,1.311249147761952,22,5,sainz,ferrari,2,2,3
829,2021,22,410,1.2091060876846313,1.2970891751741107,19,8,max_verstappen,red_bull,3,2,3
0,2021,22,410,1.0850931406021118,1.1739487988608224,21,129,hamilton,mercedes,4,4,4
19,2021,22,410,1.0268338918685913,1.1139394546809949,19,115,vettel,aston_martin,5,5,6
814,2021,22,410,1.0217782258987427,1.1105971217155457,20,8,perez,red_bull,6,5,6
842,2021,22,410,1.0022094249725342,1.0873606204986572,20,5,leclerc,ferrari,7,7,7
844,2021,22,410,0.9000085592269897,0.9896114326658703,21,0,norris,mclaren,8,8,8
3,2021,22,410,0.7586101293563843,0.8534284263849259,20,210,alonso,alpine,9,9,9
816,2021,22,410,0.7390810251235962,0.8309745958873204,21,0,ricciardo,mclaren,10,10,10
452,2021,22,410,0.48475581407546997,0.5742150513749373,19,209,gasly,alphatauri,11,11,11
838,2021,22,410,0.1469191610813141,0.24000662329949832,19,210,ocon,alpine,12,12,12
850,2021,22,410,-0.9285629987716675,-0.8237963649961684,18,209,tsunoda,alphatauri,13,13,13
839,2021,22,410,-1.0834290981292725,-0.9918340099485297,19,115,stroll,aston_martin,14,14,15
852,2021,22,410,-1.1199688911437988,-1.0120376787687604,19,207,mick_schumacher,haas,15,14,15
821,2022,1,411,1.5171055793762207,1.5171055793762207,1,49,bottas,alfa,1,1,1
831,2022,1,411,1.3218833208084106,1.3218833208084106,1,5,sainz,ferrari,2,2,2
829,2022,1,411,1.3124580383300781,1.3124580383300781,1,8,max_verstappen,red_bull,3,3,3
0,2022,1,411,1.1883808374404907,1.1883808374404907,1,129,hamilton,mercedes,4,4,4
807,2022,1,411,1.1724618673324585,1.1724618673324585,1,115,hulkenberg,aston_martin,5,5,5
814,2022,1,411,1.1247683763504028,1.1247683763504028,1,8,perez,red_bull,6,6,6
842,2022,1,411,1.1055454015731812,1.1055454015731812,1,5,leclerc,ferrari,7,7,7
844,2022,1,411,1.0032482147216797,1.0032482147216797,1,0,norris,mclaren,8,8,8
3,2022,1,411,0.8617514371871948,0.8617514371871948,1,210,alonso,alpine,9,9,9
816,2022,1,411,0.8422136306762695,0.8422136306762695,1,0,ricciardo,mclaren,10,10,10
846,2022,1,411,0.7091758251190186,0.7091758251190186,1,2,albon,williams,11,11,11
838,2022,1,411,0.2501208484172821,0.2501208484172821,1,210,ocon,alpine,12,12,12
824,2022,1,411,-0.6669118404388428,-0.6669118404388428,1,207,kevin_magnussen,haas,13,13,13
853,2022,1,411,-0.7778511047363281,-0.7778511047363281,1,49,zhou,alfa,14,14,14
850,2022,1,411,-0.8257781863212585,-0.8257781863212585,1,209,tsunoda,alphatauri,15,15,15
845,2022,1,411,-0.9041619896888733,-0.9041619896888733,1,129,russell,mercedes,16,16,16
839,2022,1,411,-0.98024982213974,-0.98024982213974,1,115,stroll,aston_martin,17,17,17
852,2022,1,411,-1.0176756381988525,-1.0176756381988525,1,207,mick_schumacher,haas,18,18,18
847,2022,1,411,-1.3332726955413818,-1.3332726955413818,1,2,latifi,williams,19,19,19
831,2022,2,412,1.2754106521606445,1.2986469864845276,2,5,sainz,ferrari,1,1,2
829,2022,2,412,1.2661542892456055,1.2893061637878418,2,8,max_verstappen,red_bull,2,1,2
0,2022,2,412,1.1420214176177979,1.1652011275291443,2,129,hamilton,mercedes,3,3,4
807,2022,2,412,1.1281912326812744,1.1503265500068665,2,115,hulkenberg,aston_martin,4,3,4
814,2022,2,412,1.0781514644622803,1.1014599204063416,2,8,perez,red_bull,5,5,6
842,2022,2,412,1.0592279434204102,1.0823866724967957,2,5,leclerc,ferrari,6,5,6
844,2022,2,412,0.9568471908569336,0.9800477027893066,2,0,norris,mclaren,7,7,7
846,2022,2,412,0.6641702055931091,0.6866730153560638,2,2,albon,williams,8,8,8
452,2022,2,412,0.5402402877807617,0.5402402877807617,1,209,gasly,alphatauri,9,9,9
838,2022,2,412,0.20368702709674835,0.22690393775701523,2,210,ocon,alpine,10,10,10
824,2022,2,412,-0.712151825428009,-0.6895318329334259,2,207,kevin_magnussen,haas,11,11,11
853,2022,2,412,-0.934545636177063,-0.8561983704566956,2,49,zhou,alfa,12,12,13
845,2022,2,412,-0.9514501094818115,-0.9278060495853424,2,129,russell,mercedes,13,12,13
839,2022,2,412,-1.026702880859375,-1.0034763514995575,2,115,stroll,aston_martin,14,14,14
821,2022,3,413,1.5714837312698364,1.5442946553230286,2,49,bottas,alfa,1,1,1
0,2022,3,413,1.2418583631515503,1.1907535394032795,3,129,hamilton,mercedes,2,2,3
814,2022,3,413,1.1777657270431519,1.1268951892852783,3,8,perez,red_bull,3,2,4
842,2022,3,413,1.159101128578186,1.107958157857259,3,5,leclerc,ferrari,4,3,4
844,2022,3,413,1.0566482543945312,1.005581219991048,3,0,norris,mclaren,5,5,5
3,2022,3,413,0.9159746170043945,0.8888630270957947,2,210,alonso,alpine,6,6,7
816,2022,3,413,0.8964294195175171,0.8693215250968933,2,0,ricciardo,mclaren,7,6,7
846,2022,3,413,0.7651782035827637,0.7128414114316305,3,2,albon,williams,8,8,8
452,2022,3,413,0.6403088569641113,0.5902745723724365,2,209,gasly,alphatauri,9,9,9
838,2022,3,413,0.30345964431762695,0.2524225066105525,3,210,ocon,alpine,10,10,10
824,2022,3,413,-0.6113465428352356,-0.6634700695673624,3,207,kevin_magnussen,haas,11,11,11
850,2022,3,413,-0.7718632221221924,-0.7988207042217255,2,209,tsunoda,alphatauri,12,12,13
853,2022,3,413,-0.8376220464706421,-0.8500062624613444,3,49,zhou,alfa,13,12,14
845,2022,3,413,-0.8524162769317627,-0.9026761253674825,3,129,russell,mercedes,14,13,14
839,2022,3,413,-0.9269468784332275,-0.9779665271441141,3,115,stroll,aston_martin,15,15,16
852,2022,3,413,-0.9641859531402588,-0.9909307956695557,2,207,mick_schumacher,haas,16,15,16
847,2022,3,413,-1.2795650959014893,-1.3064188957214355,2,2,latifi,williams,17,17,17
821,2022,4,414,1.5476773977279663,1.5454222361246746,3,49,bottas,alfa,1,1,1
829,2022,4,414,1.338549256324768,1.3057205279668171,3,8,max_verstappen,red_bull,2,2,2
0,2022,4,414,1.218145489692688,1.1976015269756317,4,129,hamilton,mercedes,3,3,4
19,2022,4,414,1.155273199081421,1.155273199081421,1,115,vettel,aston_martin,4,4,5
814,2022,4,414,1.153860330581665,1.133636474609375,4,8,perez,red_bull,5,4,6
842,2022,4,414,1.1354196071624756,1.1148235201835632,4,5,leclerc,ferrari,6,5,6
844,2022,4,414,1.0329043865203857,1.0124120116233826,4,0,norris,mclaren,7,7,7
816,2022,4,414,0.8724828958511353,0.8703753153483073,3,0,ricciardo,mclaren,8,8,8
846,2022,4,414,0.7424783706665039,0.7202506512403488,4,2,albon,williams,9,9,9
452,2022,4,414,0.6167964339256287,0.5991151928901672,3,209,gasly,alphatauri,10,10,10
838,2022,4,414,0.279691219329834,0.25923968479037285,4,210,ocon,alpine,11,11,11
824,2022,4,414,-0.6342217922210693,-0.6561580002307892,4,207,kevin_magnussen,haas,12,12,12
850,2022,4,414,-0.7960699200630188,-0.7979037761688232,3,209,tsunoda,alphatauri,13,13,14
853,2022,4,414,-0.8638548851013184,-0.8534684181213379,4,49,zhou,alfa,14,13,15
845,2022,4,414,-0.8768237233161926,-0.89621302485466,4,129,russell,mercedes,15,14,15
839,2022,4,414,-0.9507296681404114,-0.9711573123931885,4,115,stroll,aston_martin,16,16,17
852,2022,4,414,-0.9887605309486389,-0.9902073740959167,3,207,mick_schumacher,haas,17,16,17
847,2022,4,414,-1.3039512634277344,-1.3055963516235352,3,2,latifi,williams,18,18,18
821,2022,5,415,1.5154327154159546,1.5379248559474945,4,49,bottas,alfa,1,1,1
829,2022,5,415,1.3069370985031128,1.3060246706008911,4,8,max_verstappen,red_bull,2,2,3
831,2022,5,415,1.3134651184082031,1.3035863637924194,3,5,sainz,ferrari,3,2,3
0,2022,5,415,1.1859817504882812,1.1952775716781616,5,129,hamilton,mercedes,4,4,4
19,2022,5,415,1.123504638671875,1.139388918876648,2,115,vettel,aston_martin,5,5,7
814,2022,5,415,1.1215299367904663,1.1312151670455932,5,8,perez,red_bull,6,5,7
842,2022,5,415,1.1032830476760864,1.112515425682068,5,5,leclerc,ferrari,7,5,7
3,2022,5,415,0.857840359210968,0.8785221378008524,3,210,alonso,alpine,8,8,9
816,2022,5,415,0.8401170372962952,0.8628107458353043,4,0,ricciardo,mclaren,9,8,9
846,2022,5,415,0.7111908197402954,0.7184386849403381,5,2,albon,williams,10,10,10
838,2022,5,415,0.2474793642759323,0.2568876206874847,5,210,ocon,alpine,11,11,11
824,2022,5,415,-0.6656610369682312,-0.6580586075782776,5,207,kevin_magnussen,haas,12,12,12
850,2022,5,415,-0.828660786151886,-0.8055930286645889,4,209,tsunoda,alphatauri,13,13,13
845,2022,5,415,-0.9095885157585144,-0.8988881230354309,5,129,russell,mercedes,14,14,14
839,2022,5,415,-0.9829540848731995,-0.9735166668891907,5,115,stroll,aston_martin,15,15,16
852,2022,5,415,-1.021669626235962,-0.998072937130928,4,207,mick_schumacher,haas,16,15,16
847,2022,5,415,-1.3366973400115967,-1.3133715987205505,4,2,latifi,williams,17,17,17
821,2022,6,416,1.5126571655273438,1.5328713178634643,5,49,bottas,alfa,1,1,1
829,2022,6,416,1.3047086000442505,1.305761456489563,5,8,max_verstappen,red_bull,2,2,3
831,2022,6,416,1.3114588260650635,1.3055544793605804,4,5,sainz,ferrari,3,2,3
0,2022,6,416,1.1832762956619263,1.193277359008789,6,129,hamilton,mercedes,4,4,4
19,2022,6,416,1.121140718460083,1.1333061854044597,3,115,vettel,aston_martin,5,5,6
814,2022,6,416,1.1186802387237549,1.1291260123252869,6,8,perez,red_bull,6,5,6
844,2022,6,416,0.9977905750274658,1.0094877243041993,5,0,norris,mclaren,7,7,7
3,2022,6,416,0.8552122116088867,0.872694656252861,4,210,alonso,alpine,8,8,9
816,2022,6,416,0.8372365832328796,0.8576959133148193,5,0,ricciardo,mclaren,9,8,9
846,2022,6,416,0.7092430591583252,0.7169060806433359,6,2,albon,williams,10,10,10
452,2022,6,416,0.5818828344345093,0.5948071032762527,4,209,gasly,alphatauri,11,11,11
838,2022,6,416,0.2447320818901062,0.2548616975545883,6,210,ocon,alpine,12,12,12
824,2022,6,416,-0.667739987373352,-0.6596721708774567,6,207,kevin_magnussen,haas,13,13,13
850,2022,6,416,-0.8317360877990723,-0.8108216404914856,5,209,tsunoda,alphatauri,14,14,14
845,2022,6,416,-0.9128139615058899,-0.9012090961138407,6,129,russell,mercedes,15,15,15
839,2022,6,416,-0.9857120513916016,-0.9755492309729258,6,115,stroll,aston_martin,16,16,17
852,2022,6,416,-1.0250201225280762,-1.0034623742103577,5,207,mick_schumacher,haas,17,16,17
847,2022,6,416,-1.339906930923462,-1.3186786651611329,5,2,latifi,williams,18,18,18
821,2022,7,417,1.4828895330429077,1.5245410203933716,6,49,bottas,alfa,1,1,1
831,2022,7,417,1.2823562622070312,1.3009148359298706,5,5,sainz,ferrari,2,2,3
829,2022,7,417,1.2754138708114624,1.300703525543213,6,8,max_verstappen,red_bull,3,2,3
0,2022,7,417,1.153568983078003,1.1876047338758196,7,129,hamilton,mercedes,4,4,4
814,2022,7,417,1.0888482332229614,1.1233720438820975,7,8,perez,red_bull,5,5,7
19,2022,7,417,1.0917291641235352,1.1229119300842285,4,115,vettel,aston_martin,6,5,7
842,2022,7,417,1.0708369016647339,1.1055690050125122,6,5,leclerc,ferrari,7,5,7
844,2022,7,417,0.9680894613265991,1.0025880138079326,6,0,norris,mclaren,8,8,8
3,2022,7,417,0.8255720138549805,0.8632701277732849,5,210,alonso,alpine,9,9,10
816,2022,7,417,0.8073780536651611,0.8493096033732096,6,0,ricciardo,mclaren,10,9,10
452,2022,7,417,0.5523548126220703,0.5863166451454163,5,209,gasly,alphatauri,11,11,11
838,2022,7,417,0.21498876810073853,0.24916556477546692,7,210,ocon,alpine,12,12,12
850,2022,7,417,-0.8617630004882812,-0.8193118671576182,6,209,tsunoda,alphatauri,13,13,13
853,2022,7,417,-0.9308856129646301,-0.8689518570899963,5,49,zhou,alfa,14,13,15
845,2022,7,417,-0.9429709315299988,-0.9071750726018634,7,129,russell,mercedes,15,14,15
839,2022,7,417,-1.0154646635055542,-0.9812514356204441,7,115,stroll,aston_martin,16,16,16
847,2022,7,417,-1.3700499534606934,-1.3272405465443928,6,2,latifi,williams,17,17,17
821,2022,8,418,1.5111788511276245,1.5226321390696935,7,49,bottas,alfa,1,1,1
829,2022,8,418,1.3041125535964966,1.3011905295508248,7,8,max_verstappen,red_bull,2,2,2
0,2022,8,418,1.181910753250122,1.1868929862976074,8,129,hamilton,mercedes,3,3,3
814,2022,8,418,1.1170822381973267,1.1225858181715012,8,8,perez,red_bull,4,4,5
19,2022,8,418,1.1203266382217407,1.122394871711731,5,115,vettel,aston_martin,5,4,5
844,2022,8,418,0.9964364767074585,1.001709222793579,7,0,norris,mclaren,6,6,6
3,2022,8,418,0.8539717197418213,0.8617203931013743,6,210,alonso,alpine,7,7,8
816,2022,8,418,0.8355889320373535,0.8473495074680873,7,0,ricciardo,mclaren,8,7,8
846,2022,8,418,0.709823489189148,0.7158942818641663,7,2,albon,williams,9,9,9
452,2022,8,418,0.5808515548706055,0.5854057967662811,6,209,gasly,alphatauri,10,10,10
838,2022,8,418,0.24329930543899536,0.24843228235840797,8,210,ocon,alpine,11,11,11
850,2022,8,418,-0.8336977958679199,-0.8213669998305184,7,209,tsunoda,alphatauri,12,12,12
845,2022,8,418,-0.9150180816650391,-0.9081554487347603,8,129,russell,mercedes,13,13,13
839,2022,8,418,-0.9871622323989868,-0.981990285217762,8,115,stroll,aston_martin,14,14,15
852,2022,8,418,-1.0256531238555908,-1.0071608324845631,6,207,mick_schumacher,haas,15,14,15
847,2022,8,418,-1.3420851230621338,-1.3293612003326416,7,2,latifi,williams,16,16,16
821,2022,9,419,1.486847996711731,1.5181591212749481,8,49,bottas,alfa,1,1,1
829,2022,9,419,1.2801357507705688,1.2985586822032928,8,8,max_verstappen,red_bull,2,2,3
831,2022,9,419,1.2867183685302734,1.2985487580299377,6,5,sainz,ferrari,3,2,3
0,2022,9,419,1.1576250791549683,1.183640996615092,9,129,hamilton,mercedes,4,4,4
19,2022,9,419,1.0962623357772827,1.1180394490559895,6,115,vettel,aston_martin,5,5,6
842,2022,9,419,1.0747036933898926,1.1011596747807093,7,5,leclerc,ferrari,6,5,6
844,2022,9,419,0.9721553325653076,0.9980149865150452,8,0,norris,mclaren,7,7,7
3,2022,9,419,0.8297361135482788,0.857151210308075,7,210,alonso,alpine,8,8,9
816,2022,9,419,0.8111900687217712,0.8428295776247978,8,0,ricciardo,mclaren,9,8,9
846,2022,9,419,0.6859307289123535,0.7121488377451897,8,2,albon,williams,10,10,10
452,2022,9,419,0.5566999912261963,0.5813049674034119,7,209,gasly,alphatauri,11,11,11
838,2022,9,419,0.21898673474788666,0.24516055484612784,9,210,ocon,alpine,12,12,12
824,2022,9,419,-0.6917760372161865,-0.6642584374972752,7,207,kevin_magnussen,haas,13,13,13
853,2022,9,419,-0.9288953542709351,-0.8789424399534861,6,49,zhou,alfa,14,14,15
845,2022,9,419,-0.9396402835845947,-0.9116537637180753,9,129,russell,mercedes,15,14,15
839,2022,9,419,-1.011481761932373,-0.9852671159638299,9,115,stroll,aston_martin,16,16,16
847,2022,9,419,-1.3666969537734985,-1.3340281695127487,8,2,latifi,williams,17,17,17
831,2022,10,420,1.3042575120925903,1.2993642943246024,7,5,sainz,ferrari,1,1,2
829,2022,10,420,1.2974601984024048,1.2984366284476385,9,8,max_verstappen,red_bull,2,1,2
0,2022,10,420,1.1746824979782104,1.1827451467514039,10,129,hamilton,mercedes,3,3,3
814,2022,10,420,1.11067533493042,1.1212624311447144,9,8,perez,red_bull,4,4,6
19,2022,10,420,1.1135109663009644,1.1173925229481287,7,115,vettel,aston_martin,5,4,6
842,2022,10,420,1.0918145179748535,1.0999915301799774,8,5,leclerc,ferrari,6,4,6
844,2022,10,420,0.989216685295105,0.9970373974906074,9,0,norris,mclaren,7,7,7
3,2022,10,420,0.8468369245529175,0.8558619245886803,8,210,alonso,alpine,8,8,9
816,2022,10,420,0.8281494379043579,0.8411984509891934,9,0,ricciardo,mclaren,9,8,9
824,2022,10,420,-0.6743946075439453,-0.665525458753109,8,207,kevin_magnussen,haas,10,10,10
850,2022,10,420,-0.8402507305145264,-0.8237274661660194,8,209,tsunoda,alphatauri,11,11,11
839,2022,10,420,-0.9944537878036499,-0.9861857831478119,10,115,stroll,aston_martin,12,12,13
852,2022,10,420,-1.0326234102249146,-1.0107983435903276,7,207,mick_schumacher,haas,13,12,13
847,2022,10,420,-1.3499215841293335,-1.3357941044701471,9,2,latifi,williams,14,14,14
821,2022,11,421,1.5220400094985962,1.5185903310775757,9,49,bottas,alfa,1,1,1
829,2022,11,421,1.315882682800293,1.300181233882904,10,8,max_verstappen,red_bull,2,2,2
0,2022,11,421,1.1928739547729492,1.1836659474806352,11,129,hamilton,mercedes,3,3,3
19,2022,11,421,1.1318680047988892,1.1192019581794739,8,115,vettel,aston_martin,4,4,5
842,2022,11,421,1.1100521087646484,1.1011093722449408,9,5,leclerc,ferrari,5,4,5
844,2022,11,421,1.0074114799499512,0.9980748057365417,10,0,norris,mclaren,6,6,6
3,2022,11,421,0.8650659918785095,0.8568845987319946,9,210,alonso,alpine,7,7,8
816,2022,11,421,0.8462562561035156,0.8417042315006256,10,0,ricciardo,mclaren,8,7,8
846,2022,11,421,0.7215020060539246,0.7131880786683824,9,2,albon,williams,9,9,9
452,2022,11,421,0.5920473337173462,0.5826477631926537,8,209,gasly,alphatauri,10,10,10
838,2022,11,421,0.2541947066783905,0.2460639700293541,10,210,ocon,alpine,11,11,11
824,2022,11,421,-0.6559228301048279,-0.6644585000144111,9,207,kevin_magnussen,haas,12,12,12
850,2022,11,421,-0.8223896026611328,-0.8235788146654764,9,209,tsunoda,alphatauri,13,13,13
853,2022,11,421,-0.8952337503433228,-0.8812697700091771,7,49,zhou,alfa,14,14,15
845,2022,11,421,-0.904699981212616,-0.9109583854675293,10,129,russell,mercedes,15,14,15
839,2022,11,421,-0.9762876629829407,-0.9852859540419145,11,115,stroll,aston_martin,16,16,16
852,2022,11,421,-1.0151233673095703,-1.011338971555233,8,207,mick_schumacher,haas,17,17,17
821,2022,12,422,1.4574034214019775,1.5124716401100158,10,49,bottas,alfa,1,1,1
829,2022,12,422,1.2514774799346924,1.295753619887612,11,8,max_verstappen,red_bull,2,2,3
831,2022,12,422,1.25742769241333,1.2941222190856934,8,5,sainz,ferrari,3,2,3
0,2022,12,422,1.1282687187194824,1.179049511750539,12,129,hamilton,mercedes,4,4,4
814,2022,12,422,1.0632244348526,1.1154586315155028,10,8,perez,red_bull,5,5,6
19,2022,12,422,1.067406177520752,1.113446871439616,9,115,vettel,aston_martin,6,5,6
844,2022,12,422,0.9428093433380127,0.993050672791221,11,0,norris,mclaren,7,7,7
3,2022,12,422,0.8004932403564453,0.8512454628944397,10,210,alonso,alpine,8,8,9
816,2022,12,422,0.7815779447555542,0.8362382054328918,11,0,ricciardo,mclaren,9,8,9
846,2022,12,422,0.6571931838989258,0.7075885891914367,10,2,albon,williams,10,10,10
452,2022,12,422,0.5275449156761169,0.5765252245797051,9,209,gasly,alphatauri,11,11,11
838,2022,12,422,0.18957175314426422,0.2409283139488914,11,210,ocon,alpine,12,12,12
853,2022,12,422,-0.9611942768096924,-0.8912603333592415,8,49,zhou,alfa,13,13,14
845,2022,12,422,-0.9695544242858887,-0.9162852980873801,11,129,russell,mercedes,14,13,14
839,2022,12,422,-1.04091477394104,-0.9899216890335083,12,115,stroll,aston_martin,15,15,15
