driverId,season,skill_score,n_races
157,1981,-0.64337736,7
157,1982,-0.5496918,6
157,1983,-0.16451803,8
157,1984,-0.46887636,6
157,1985,-0.2754102,4
157,1987,-0.37307602,7
157,1988,-0.34168556,8
157,1989,-0.6876112,8
158,1988,-0.810027,7
158,1989,-0.82989824,4
159,1981,-0.96164894,1
159,1983,-0.9406348,1
159,1984,-0.88508034,5
159,1985,-0.8826049,3
159,1986,-0.8988236,1
159,1987,-0.9176782,6
159,1988,-0.82712215,3
162,1978,-0.7947165,4
162,1979,-0.20349248,5
162,1980,-0.22512534,9
162,1981,-0.21560527,8
162,1982,-0.19673364,6
162,1983,-0.01743781,11
162,1984,-0.34997597,12
162,1985,-0.74856865,1
162,1986,-0.26041228,10
162,1987,-0.6974868,5
162,1988,-0.8342539,5
162,1989,-0.7336414,6
164,1988,-0.80387515,2
165,1985,-0.9292649,4
165,1986,-0.9128151,9
165,1987,-0.9461578,11
165,1988,-0.90612555,6
166,1987,-0.7346616,1
166,1988,-0.839419,1
167,1988,-0.75107205,1
168,1987,-0.97902817,8
169,1984,-0.3715799,4
169,1985,-0.40825677,2
169,1986,-0.47894478,5
169,1987,-0.07456032,7
171,1974,-0.1223367,1
171,1975,-0.12788342,3
171,1976,0.35324508,9
171,1977,0.40691644,10
171,1978,0.2762172,14
171,1979,0.40398195,7
171,1980,0.33780974,10
171,1981,0.44665188,9
171,1982,-0.20528364,4
171,1983,0.08691166,8
171,1984,-0.074284926,5
171,1985,-0.15404244,8
171,1986,0.2111736,6
172,1979,0.14449021,7
172,1980,0.28115773,8
172,1981,0.50938046,10
172,1982,0.45329118,8
172,1983,0.38637355,2
172,1984,0.6872899,12
172,1985,0.6884716,11
172,1986,0.56319696,1
173,1986,-0.49647763,6
174,1977,-0.13992421,3
174,1978,-0.10377655,10
174,1979,-0.22476831,5
174,1981,-0.40795642,5
174,1982,0.12013217,6
174,1983,0.20296071,9
174,1984,0.08598769,7
174,1985,-0.012137815,8
174,1986,-0.08524645,4
175,1980,-0.4069612,5
175,1981,-0.53068715,9
175,1982,-0.61200947,9
175,1983,-0.434179,11
175,1984,-0.73967683,5
175,1985,-0.37514552,9
175,1986,-0.49964,3
176,1978,-0.33628225,3
176,1979,-0.53831017,1
176,1980,0.14694834,7
176,1981,0.36334333,3
176,1982,0.50681347,11
176,1983,0.33034772,11
176,1984,0.3239041,6
176,1985,0.55663055,9
176,1986,0.49664482,8
177,1975,-0.008919914,5
177,1976,0.06291365,10
177,1977,0.2757996,8
177,1978,0.32496944,9
177,1979,0.55257195,8
177,1980,0.65985495,11
177,1981,0.6485792,12
177,1986,0.05159112,5
178,1984,-1.0030427,2
178,1985,-0.9353887,2
178,1986,-0.88354605,2
179,1986,-0.9262295,3
180,1982,-0.7632611,4
180,1983,-0.6379347,4
180,1984,-0.5854388,3
180,1985,-0.8926388,2
181,1972,-0.0126215555,8
181,1973,0.64070165,5
181,1974,0.70932686,7
181,1975,0.9975318,13
181,1976,1.0165353,11
181,1977,0.95397276,12
181,1978,0.99474543,7
181,1979,0.62467027,2
181,1982,0.8044616,7
181,1983,0.46974865,6
181,1984,0.9664925,10
181,1985,0.90135145,3
182,1984,-0.88646317,5
183,1982,-0.97388846,7
183,1983,-0.8224607,6
183,1984,-0.9594593,4
184,1985,-0.37816387,7
185,1983,-0.88383126,1
186,1974,-0.16428003,11
186,1975,-0.010726218,8
186,1976,0.077224076,10
186,1977,0.31205264,5
186,1978,0.38333374,10
186,1979,-0.02448795,10
186,1980,-0.07655933,6
186,1981,0.2812789,10
186,1982,0.24564463,11
186,1983,-0.13944349,8
186,1985,-0.35720664,1
187,1983,-0.8606878,6
187,1984,-0.93402386,1
188,1984,-0.78139997,3
189,1983,-0.85825944,2
189,1984,-0.82052976,1
191,1981,-0.80311865,2
191,1982,-0.9247716,6
191,1983,-0.9247642,3
192,1983,-0.6061624,7
193,1981,-1.0011249,2
193,1982,-0.96599466,5
193,1983,-0.94602245,1
194,1982,-0.9470569,1
194,1983,-0.8990294,4
195,1982,-0.97609,4
195,1983,-0.936052,6
196,1973,-0.59521425,1
196,1974,-0.28924733,7
196,1975,-0.096220225,3
196,1976,-0.37583163,12
196,1977,-0.38741633,7
196,1978,-0.53047,4
196,1979,-0.26301378,7
196,1980,-0.38032863,8
196,1981,-0.5512099,5
196,1982,-0.60848695,3
196,1983,-0.6413031,6
198,1972,0.23337188,5
198,1973,0.5389186,9
198,1974,0.6381228,9
198,1975,0.68256855,12
198,1976,0.46750218,4
198,1977,0.6346832,13
198,1978,0.6627164,12
198,1979,0.6605073,9
198,1980,0.71327376,11
198,1981,0.75213814,12
198,1982,0.5483442,1
199,1973,-0.5114736,1
199,1974,-0.30853796,4
199,1975,-0.03671274,9
199,1976,-0.06856027,12
199,1977,-0.062324055,9
199,1978,-0.14754991,6
199,1979,-0.42170846,9
199,1980,-0.34684068,8
199,1982,-0.42560723,6
200,1981,-0.9246383,3
200,1982,-0.8181537,3
201,1978,-0.22052911,10
201,1979,0.2038485,9
